Group,Score_Activation
Control,0.11086343090935563
Control,0.11501920362778731
Control,0.14971963976537903
Control,0.15825513958798074
Control,0.0728140076665974
Control,0.09517374976954462
Control,0.10653131123769244
Control,0.04188298727224771
Control,0.15602800612199796
Control,0.11087976052210882
Control,0.06422091141725195
Control,0.1761450307690845
Control,0.17707967080400142
Control,0.07576326117201923
Control,0.0506718122839529
Control,0.1522439734194191
Control,0.16752686614841392
Control,0.10480606030992573
Control,0.30208179477598085
Control,0.3597400095417614
Model,0.0
Model,0.17410116650189045
Model,0.18902227923755793
Model,0.13716662381936606
Model,0.07997363480171363
Model,0.008219151326778085
Model,0.10559640627109354
Model,0.1941365903303642
Model,0.18048159241543435
Model,0.1841744674886748
Model,0.14674579193493725
Model,0.10985557856235484
Model,0.22333325669916976
Model,0.18012424163860888
Model,0.017554250715036718
Model,0.09519622869449049
Model,0.13941936096884602
Model,0.20543505395933936
Model,0.1279025841981937
Model,0.187244948469011
Model,0.14085708679828624
Model,0.25981167739583233
Model,0.24825563837453274
Model,0.18729220797518556
Model,0.3010147731572622
Model,0.2758616739292209
Model,0.21483914828220738
Model,-0.00967611271136315
Model,0.17448175498341506
Model,0.14643768270145957
Model,0.01126785833832944
Model,0.03408885241352197
Model,0.13071504251879862
Model,0.03607393846065304
Model,0.1048397857077013
Model,0.1978789405812122
Model,0.17787711496735895
Model,0.18553486197289815
Model,-0.0005930890074807571
Model,0.3113428550951988
Model,0.21192643634451672
Model,0.2991045486169515
Model,0.20184216258783672
Model,-0.018924703566127
Control,0.0
Control,-0.05245221817373831
Control,0.4670407854460819
Control,0.22940425729273156
Control,0.2058804267757845
Control,0.22384542180277164
Control,0.025102623994799622
Control,0.16046406167539598
Control,0.17129954605995612
Control,0.16950663090283785
Control,0.09727310635971784
Control,0.00315742030191582
Control,0.11961674338067524
Control,0.12116859376496963
Control,0.051185317993695634
Control,0.16932869369502582
Control,-0.03803314187189144
Control,0.10826391978407385
Control,0.06254690692842074
Control,0.10756014109721021
Control,0.17841959039503116
Control,0.20787167987695904
Control,0.19096480192016468
Control,0.23967020248489634
Control,0.1250288508408843
Control,0.09984505854322759
Control,0.05041463345854047
Control,0.16915433037374064
Control,0.08723158016385574
Control,0.1957922986518579
Control,0.15722405591537322
Control,0.08730122177895894
Control,0.17223056343486876
Control,0.19598233500451945
Control,0.011823016863602848
Control,0.13832057492523023
Control,0.07998623271185151
Control,0.08828528642388622
Control,0.15422619731397003
Control,0.16898577189365757
Control,0.05569632635467428
Control,0.0788360702552923
Control,0.13821080536347966
