Distance_to_MG,Activation_Score
1170.4699910719626,0.6166666666666667
894.4271909999159,0.23333333333333334
707.1067811865476,0.8133333333333335
761.5773105863908,0.47000000000000003
806.2257748298549,0.6433333333333333
1131.370849898476,0.6833333333333333
1204.1594578792296,0.8900000000000001
1280.6248474865697,0.1933333333333333
608.276253029822,0.41333333333333333
632.4555320336759,0.46
1303.8404810405298,0.9733333333333333
1389.2443989449805,0.9566666666666668
500.0,1.8199999999999998
1615.5494421403512,0.7933333333333334
1523.1546211727816,0.7433333333333334
1341.640786499874,0.4166666666666667
1208.3045973594571,0.8766666666666667
1118.033988749895,0.7333333333333334
100.0,0.4833333333333334
100.0,0.6533333333333333
500.0,-0.1166666666666667
412.31056256176606,-0.15
500.0,0.8966666666666666
600.0,1.5266666666666666
707.1067811865476,0.7333333333333334
100.0,0.5333333333333334
0.0,0.5633333333333334
806.2257748298549,0.15999999999999998
316.22776601683796,0.5033333333333334
141.4213562373095,-0.23666666666666664
100.0,0.3766666666666667
905.5385138137417,0.6100000000000001
282.842712474619,0.32333333333333336
500.0,0.8233333333333333
860.2325267042627,0.46333333333333326
806.2257748298549,0.18
141.4213562373095,0.21333333333333332
141.4213562373095,1.6766666666666665
721.1102550927978,1.5466666666666666
500.0,0.9433333333333334
282.842712474619,0.45333333333333337
200.0,0.5700000000000001
583.09518948453,0.5866666666666667
500.0,1.3233333333333333
200.0,1.133333333333333
640.3124237432849,1.643333333333333
583.09518948453,0.94
640.3124237432849,0.45999999999999996
500.0,0.6533333333333334
538.5164807134504,-0.49
223.60679774997897,1.17
223.60679774997897,0.6166666666666667
282.842712474619,0.1333333333333333
223.60679774997897,0.1499999999999999
223.60679774997897,0.31
500.0,0.9266666666666666
412.31056256176606,1.6999999999999997
500.0,0.8633333333333334
412.31056256176606,0.043333333333333335
447.21359549995793,0.28666666666666674
223.60679774997897,0.2533333333333334
500.0,1.5
300.0,1.5133333333333332
316.22776601683796,1.27
781.0249675906655,1.1066666666666667
707.1067811865476,0.4233333333333334
538.5164807134504,0.22333333333333338
300.0,0.6466666666666667
223.60679774997897,1.1866666666666665
300.0,1.0633333333333332
824.6211251235321,0.6099999999999999
848.5281374238571,0.22000000000000008
0.0,1.1400000000000001
100.0,0.6733333333333332
223.60679774997897,1.8066666666666669
806.2257748298549,0.9600000000000001
223.60679774997897,0.35
282.842712474619,0.29000000000000004
447.21359549995793,1.4333333333333333
500.0,1.5566666666666666
412.31056256176606,1.1666666666666667
707.1067811865476,0.6166666666666667
509.9019513592785,1.1333333333333333
100.0,0.06666666666666665
100.0,1.3866666666666667
141.4213562373095,0.2533333333333333
100.0,0.29666666666666663
141.4213562373095,0.9133333333333333
100.0,0.4566666666666667
0.0,0.44333333333333336
360.5551275463989,1.2466666666666666
300.0,0.30666666666666675
100.0,-0.3466666666666667
200.0,0.026666666666666672
141.4213562373095,-0.07
0.0,0.3033333333333333
400.0,0.48
412.31056256176606,0.6633333333333333
316.22776601683796,0.41333333333333333
223.60679774997897,0.7399999999999999
141.4213562373095,0.5
100.0,0.48000000000000004
100.0,0.2666666666666666
905.5385138137417,1.03
400.0,1.2
200.0,2.64
223.60679774997897,1.6700000000000002
200.0,0.4733333333333334
141.4213562373095,1.0633333333333335
200.0,0.48666666666666664
282.842712474619,0.5866666666666666
360.5551275463989,1.0633333333333335
300.0,0.63
0.0,0.30666666666666664
282.842712474619,0.41666666666666663
400.0,0.8066666666666666
300.0,1.1966666666666668
360.5551275463989,1.7466666666666668
316.22776601683796,1.7866666666666668
223.60679774997897,0.7633333333333333
360.5551275463989,2.3533333333333335
316.22776601683796,1.0100000000000002
223.60679774997897,0.9733333333333334
141.4213562373095,0.37333333333333335
316.22776601683796,0.72
300.0,0.56
200.0,1.3399999999999999
100.0,0.05999999999999994
100.0,-0.16333333333333333
400.0,0.45999999999999996
200.0,0.67
141.4213562373095,0.6066666666666667
100.0,0.6300000000000001
400.0,1.0333333333333332
640.3124237432849,0.7599999999999999
200.0,1.2133333333333334
100.0,1.4033333333333333
0.0,0.5966666666666667
223.60679774997897,1.586666666666667
316.22776601683796,0.8166666666666665
223.60679774997897,0.54
141.4213562373095,0.83
100.0,1.69
223.60679774997897,0.10666666666666658
200.0,1.1466666666666667
223.60679774997897,1.1566666666666667
282.842712474619,1.11
316.22776601683796,0.9700000000000001
360.5551275463989,0.5366666666666666
424.26406871192853,0.7066666666666668
100.0,-0.050000000000000044
447.21359549995793,-0.1433333333333333
412.31056256176606,0.4900000000000001
500.0,1.9433333333333334
565.685424949238,-0.010000000000000009
640.3124237432849,1.0066666666666666
100.0,0.013333333333333308
141.4213562373095,1.1766666666666667
412.31056256176606,0.41333333333333333
447.21359549995793,1.0233333333333334
761.5773105863908,0.9600000000000001
583.09518948453,1.9466666666666665
781.0249675906655,0.07666666666666666
223.60679774997897,1.1133333333333333
1345.362404707371,0.33999999999999997
1044.030650891055,1.6199999999999999
632.4555320336759,0.5633333333333334
848.5281374238571,-0.023333333333333317
921.9544457292888,1.4733333333333334
1000.0,0.23333333333333328
282.842712474619,0.3133333333333333
300.0,-0.10666666666666669
921.9544457292888,0.43333333333333346
860.2325267042627,0.4166666666666667
854.4003745317531,1.2533333333333334
848.5281374238571,1.1933333333333334
781.0249675906655,0.8999999999999999
141.4213562373095,0.8399999999999999
640.3124237432849,0.14
583.09518948453,0.5633333333333334
640.3124237432849,1.7166666666666668
565.685424949238,0.5333333333333332
1140.175425099138,1.0833333333333333
360.5551275463989,1.5133333333333332
316.22776601683796,1.3133333333333332
100.0,0.14
1486.6068747318504,0.3700000000000001
538.5164807134504,1.0533333333333332
360.5551275463989,-0.3433333333333334
282.842712474619,2.6233333333333335
223.60679774997897,0.19666666666666666
223.60679774997897,-0.27999999999999997
100.0,0.2566666666666667
141.4213562373095,0.6699999999999999
412.31056256176606,-0.043333333333333335
200.0,1.4099999999999997
0.0,0.43000000000000005
100.0,1.0866666666666664
1303.8404810405298,1.4
141.4213562373095,0.14
100.0,0.15666666666666662
141.4213562373095,1.0233333333333334
141.4213562373095,0.8133333333333332
223.60679774997897,0.8533333333333333
1220.6555615733703,1.4033333333333333
1140.175425099138,1.7766666666666666
1063.014581273465,3.4133333333333336
360.5551275463989,0.9166666666666666
223.60679774997897,1.15
223.60679774997897,0.07999999999999996
632.4555320336759,0.7566666666666667
300.0,0.56
316.22776601683796,-0.050000000000000044
282.842712474619,0.9166666666666666
1486.6068747318504,1.9666666666666666
1118.033988749895,1.9899999999999998
1029.5630140987,0.44333333333333336
316.22776601683796,0.59
223.60679774997897,-0.03666666666666668
984.8857801796105,1.3066666666666666
412.31056256176606,0.7166666666666666
223.60679774997897,0.9
948.6832980505138,0.42666666666666664
223.60679774997897,0.81
141.4213562373095,1.0566666666666666
223.60679774997897,0.2066666666666666
1303.8404810405298,0.6533333333333332
223.60679774997897,1.8266666666666667
100.0,0.8033333333333333
728.0109889280518,1.63
707.1067811865476,0.8566666666666667
509.9019513592785,1.8399999999999999
141.4213562373095,0.32000000000000006
509.9019513592785,0.6433333333333334
141.4213562373095,0.26
670.820393249937,0.5833333333333334
400.0,1.22
100.0,0.94
282.842712474619,2.1
538.5164807134504,0.033333333333333326
894.4271909999159,1.5566666666666669
412.31056256176606,0.2666666666666667
509.9019513592785,1.9099999999999997
316.22776601683796,0.96
300.0,0.54
447.21359549995793,0.9166666666666667
707.1067811865476,0.37
921.9544457292888,1.07
984.8857801796105,1.27
447.21359549995793,1.2766666666666666
538.5164807134504,0.8266666666666667
223.60679774997897,0.33333333333333337
670.820393249937,0.8766666666666667
860.2325267042627,1.7933333333333334
0.0,0.54
509.9019513592785,0.6866666666666666
412.31056256176606,0.6466666666666666
282.842712474619,0.39
223.60679774997897,1.3166666666666664
447.21359549995793,0.8466666666666666
632.4555320336759,0.19666666666666666
282.842712474619,-0.18333333333333335
223.60679774997897,-0.1166666666666667
360.5551275463989,1.8133333333333332
282.842712474619,1.0266666666666668
141.4213562373095,0.6566666666666667
360.5551275463989,1.0433333333333334
424.26406871192853,0.7833333333333332
761.5773105863908,0.35000000000000003
360.5551275463989,1.5699999999999998
424.26406871192853,0.7933333333333333
500.0,0.43
854.4003745317531,1.3866666666666667
583.09518948453,0.2533333333333333
100.0,2.083333333333333
223.60679774997897,1.02
223.60679774997897,0.7933333333333332
447.21359549995793,0.88
500.0,0.9966666666666667
316.22776601683796,0.023333333333333317
223.60679774997897,1.25
100.0,1.37
141.4213562373095,0.2466666666666667
447.21359549995793,0.31333333333333335
583.09518948453,0.21333333333333332
943.3981132056604,1.0766666666666667
100.0,1.4433333333333334
0.0,0.6266666666666666
500.0,0.6166666666666667
728.0109889280518,0.22999999999999998
538.5164807134504,0.03666666666666668
447.21359549995793,0.4266666666666667
0.0,1.0733333333333333
100.0,-0.15333333333333338
632.4555320336759,0.5
721.1102550927978,0.28
509.9019513592785,0.41333333333333333
565.685424949238,0.5800000000000001
360.5551275463989,0.29333333333333333
509.9019513592785,0.43333333333333335
700.0,0.95
500.0,0.6633333333333332
632.4555320336759,0.33666666666666667
943.3981132056604,0.7433333333333333
282.842712474619,1.37
282.842712474619,0.7333333333333333
424.26406871192853,0.44333333333333336
500.0,1.0166666666666666
608.276253029822,0.6266666666666667
509.9019513592785,0.03666666666666668
424.26406871192853,0.3633333333333334
640.3124237432849,0.5000000000000001
400.0,1.24
412.31056256176606,0.16333333333333333
200.0,0.6200000000000001
200.0,0.046666666666666634
223.60679774997897,0.56
424.26406871192853,1.1333333333333333
1118.033988749895,1.0033333333333334
360.5551275463989,-0.31
