Group,CellType,Abundance
Control,DA_Neurons,0.012363327667117119
Control,DA_Neurons,0.0658339411020279
Control,DA_Neurons,0.02799054980278015
Control,DA_Neurons,0.00645431037992239
Control,DA_Neurons,0.010653442703187466
Control,DA_Neurons,0.06940047442913055
Control,DA_Neurons,0.010081645101308823
Control,DA_Neurons,0.06485875695943832
Control,DA_Neurons,0.009245726279914379
Control,DA_Neurons,0.02137107402086258
Control,DA_Neurons,0.043959666043519974
Control,DA_Neurons,0.10257373750209808
Control,DA_Neurons,0.008679759688675404
Control,DA_Neurons,0.017191048711538315
Control,DA_Neurons,0.021616656333208084
Control,DA_Neurons,0.060029059648513794
Control,DA_Neurons,0.08328132331371307
Control,DA_Neurons,4.887024879455566
Control,DA_Neurons,3.011462688446045
Control,DA_Neurons,0.5494928956031799
Control,DA_Neurons,0.21595673263072968
Control,DA_Neurons,0.13221612572669983
Control,DA_Neurons,0.02674662508070469
Control,DA_Neurons,0.12403325736522675
Control,DA_Neurons,0.10082846134901047
Control,DA_Neurons,0.07352711260318756
Control,DA_Neurons,0.1403486281633377
Control,DA_Neurons,0.02258809097111225
Control,DA_Neurons,0.17344173789024353
Control,DA_Neurons,0.07103601843118668
Control,DA_Neurons,0.017432138323783875
Control,DA_Neurons,0.03582283854484558
Control,DA_Neurons,0.08212059736251831
Control,DA_Neurons,0.05356769263744354
Control,DA_Neurons,0.031266357749700546
Control,DA_Neurons,0.21007972955703735
Control,DA_Neurons,0.20947697758674622
Control,DA_Neurons,6.455717086791992
Control,DA_Neurons,13.75882625579834
Control,DA_Neurons,0.2502547800540924
Control,DA_Neurons,1.05295991897583
Control,DA_Neurons,0.10989797115325928
Control,DA_Neurons,0.2728866636753082
Control,DA_Neurons,0.2192121297121048
Control,DA_Neurons,0.10576403141021729
Control,DA_Neurons,0.09948258101940155
Control,DA_Neurons,0.09655135124921799
Control,DA_Neurons,0.027285922318696976
Control,DA_Neurons,0.01468394324183464
Control,DA_Neurons,0.09125853329896927
Control,DA_Neurons,0.026744436472654343
Control,DA_Neurons,0.13630545139312744
Control,DA_Neurons,0.019722335040569305
Control,DA_Neurons,0.16471467912197113
Control,DA_Neurons,0.08253412693738937
Control,DA_Neurons,0.2192961573600769
Control,DA_Neurons,0.36069706082344055
Control,DA_Neurons,1.81574285030365
Control,DA_Neurons,15.783429145812988
Control,DA_Neurons,12.060434341430664
Control,DA_Neurons,7.851801872253418
Control,DA_Neurons,1.2239810228347778
Control,DA_Neurons,0.4591095745563507
Control,DA_Neurons,0.30034828186035156
Control,DA_Neurons,0.030784981325268745
Control,DA_Neurons,0.10146170854568481
Control,DA_Neurons,0.21273203194141388
Control,DA_Neurons,0.07578305155038834
Control,DA_Neurons,0.021047526970505714
Control,DA_Neurons,0.1285087615251541
Control,DA_Neurons,0.31452345848083496
Control,DA_Neurons,0.16415761411190033
Control,DA_Neurons,0.008761726319789886
Control,DA_Neurons,0.07590529322624207
Control,DA_Neurons,0.11684980243444443
Control,DA_Neurons,0.2472817450761795
Control,DA_Neurons,1.0906506776809692
Control,DA_Neurons,13.632646560668945
Control,DA_Neurons,14.000495910644531
Control,DA_Neurons,13.773210525512695
Control,DA_Neurons,6.0465617179870605
Control,DA_Neurons,4.181303977966309
Control,DA_Neurons,0.48164546489715576
Control,DA_Neurons,0.41815441846847534
Control,DA_Neurons,0.5273975133895874
Control,DA_Neurons,0.16782346367835999
Control,DA_Neurons,0.6973016262054443
Control,DA_Neurons,0.5041082501411438
Control,DA_Neurons,0.3793979287147522
Control,DA_Neurons,0.96548992395401
Control,DA_Neurons,0.02116796001791954
Control,DA_Neurons,0.01091432198882103
Control,DA_Neurons,0.06399281322956085
Control,DA_Neurons,0.02030126564204693
Control,DA_Neurons,0.08103092014789581
Control,DA_Neurons,0.07980773597955704
Control,DA_Neurons,1.7153390645980835
Control,DA_Neurons,6.941238880157471
Control,DA_Neurons,15.076507568359375
Control,DA_Neurons,8.333662986755371
Control,DA_Neurons,2.2219653129577637
Control,DA_Neurons,1.681114673614502
Control,DA_Neurons,1.8287609815597534
Control,DA_Neurons,4.546238422393799
Control,DA_Neurons,0.4675544500350952
Control,DA_Neurons,0.1592933088541031
Control,DA_Neurons,1.0195964574813843
Control,DA_Neurons,6.739879608154297
Control,DA_Neurons,2.026710271835327
Control,DA_Neurons,0.0245744027197361
Control,DA_Neurons,0.05938228219747543
Control,DA_Neurons,0.02749692276120186
Control,DA_Neurons,0.10098431259393692
Control,DA_Neurons,0.1785883903503418
Control,DA_Neurons,0.6038854718208313
Control,DA_Neurons,0.8654546737670898
Control,DA_Neurons,5.66521692276001
Control,DA_Neurons,16.539770126342773
Control,DA_Neurons,16.340662002563477
Control,DA_Neurons,8.315587043762207
Control,DA_Neurons,3.0465900897979736
Control,DA_Neurons,4.558562278747559
Control,DA_Neurons,2.200979471206665
Control,DA_Neurons,0.4593023359775543
Control,DA_Neurons,0.1665620058774948
Control,DA_Neurons,0.2422477751970291
Control,DA_Neurons,0.5013397932052612
Control,DA_Neurons,0.8063257932662964
Control,DA_Neurons,0.06193258613348007
Control,DA_Neurons,0.01738337054848671
Control,DA_Neurons,0.04190310835838318
Control,DA_Neurons,0.1060914620757103
Control,DA_Neurons,0.042254865169525146
Control,DA_Neurons,0.39596229791641235
Control,DA_Neurons,0.6924974918365479
Control,DA_Neurons,2.6361336708068848
Control,DA_Neurons,9.183295249938965
Control,DA_Neurons,14.371905326843262
Control,DA_Neurons,10.86135196685791
Control,DA_Neurons,8.624204635620117
Control,DA_Neurons,8.421102523803711
Control,DA_Neurons,2.550518035888672
Control,DA_Neurons,1.7791213989257812
Control,DA_Neurons,3.7109553813934326
Control,DA_Neurons,3.0016236305236816
Control,DA_Neurons,3.720341444015503
Control,DA_Neurons,3.162715435028076
Control,DA_Neurons,0.04382513836026192
Control,DA_Neurons,0.022233635187149048
Control,DA_Neurons,0.06092352792620659
Control,DA_Neurons,0.1880773901939392
Control,DA_Neurons,0.15178105235099792
Control,DA_Neurons,0.20479151606559753
Control,DA_Neurons,0.15972429513931274
Control,DA_Neurons,0.9331462383270264
Control,DA_Neurons,1.1297894716262817
Control,DA_Neurons,9.79178524017334
Control,DA_Neurons,17.378398895263672
Control,DA_Neurons,14.85808277130127
Control,DA_Neurons,13.587570190429688
Control,DA_Neurons,8.521506309509277
Control,DA_Neurons,3.667653799057007
Control,DA_Neurons,4.626052379608154
Control,DA_Neurons,3.7394142150878906
Control,DA_Neurons,4.293008804321289
Control,DA_Neurons,2.7307426929473877
Control,DA_Neurons,0.029587887227535248
Control,DA_Neurons,0.023355556651949883
Control,DA_Neurons,0.013008985668420792
Control,DA_Neurons,0.010474247857928276
Control,DA_Neurons,0.1950800120830536
Control,DA_Neurons,0.04304078593850136
Control,DA_Neurons,0.664233922958374
Control,DA_Neurons,0.1627652794122696
Control,DA_Neurons,1.1995447874069214
Control,DA_Neurons,2.7422211170196533
Control,DA_Neurons,8.033122062683105
Control,DA_Neurons,14.743772506713867
Control,DA_Neurons,22.331308364868164
Control,DA_Neurons,18.154909133911133
Control,DA_Neurons,12.444061279296875
Control,DA_Neurons,6.758824825286865
Control,DA_Neurons,9.538435935974121
Control,DA_Neurons,3.735151529312134
Control,DA_Neurons,0.7984482645988464
Control,DA_Neurons,0.018512079492211342
Control,DA_Neurons,0.1322917491197586
Control,DA_Neurons,0.07826804369688034
Control,DA_Neurons,0.036524124443531036
Control,DA_Neurons,0.08088018000125885
Control,DA_Neurons,0.15685077011585236
Control,DA_Neurons,0.4352271556854248
Control,DA_Neurons,0.07497228682041168
Control,DA_Neurons,0.48023897409439087
Control,DA_Neurons,0.6533154249191284
Control,DA_Neurons,1.4436227083206177
Control,DA_Neurons,6.479594707489014
Control,DA_Neurons,15.41197681427002
Control,DA_Neurons,12.53891372680664
Control,DA_Neurons,14.560481071472168
Control,DA_Neurons,14.905755996704102
Control,DA_Neurons,4.746577262878418
Control,DA_Neurons,2.850984811782837
Control,DA_Neurons,0.7159143090248108
Control,DA_Neurons,0.0919979140162468
Control,DA_Neurons,0.05693930760025978
Control,DA_Neurons,0.014894970692694187
Control,DA_Neurons,0.04552365839481354
Control,DA_Neurons,0.29778578877449036
Control,DA_Neurons,0.03263294696807861
Control,DA_Neurons,0.19643306732177734
Control,DA_Neurons,0.5331522226333618
Control,DA_Neurons,0.30270376801490784
Control,DA_Neurons,0.4246973693370819
Control,DA_Neurons,0.6868453621864319
Control,DA_Neurons,0.22169262170791626
Control,DA_Neurons,2.0907142162323
Control,DA_Neurons,5.1269307136535645
Control,DA_Neurons,14.0369234085083
Control,DA_Neurons,19.721433639526367
Control,DA_Neurons,9.92801570892334
Control,DA_Neurons,3.4848194122314453
Control,DA_Neurons,0.899415910243988
Control,DA_Neurons,0.008781949989497662
Control,DA_Neurons,0.014389080926775932
Control,DA_Neurons,0.010971237905323505
Control,DA_Neurons,0.031618788838386536
Control,DA_Neurons,0.005977040622383356
Control,DA_Neurons,0.0110866017639637
Control,DA_Neurons,0.09871891885995865
Control,DA_Neurons,0.02120293490588665
Control,DA_Neurons,0.2377462238073349
Control,DA_Neurons,0.07933974266052246
Control,DA_Neurons,0.28826799988746643
Control,DA_Neurons,0.49512752890586853
Control,DA_Neurons,0.6879856586456299
Control,DA_Neurons,0.6289771199226379
Control,DA_Neurons,2.314635992050171
Control,DA_Neurons,11.721026420593262
Control,DA_Neurons,16.72987174987793
Control,DA_Neurons,5.236330032348633
Control,DA_Neurons,13.001301765441895
Control,DA_Neurons,0.006502152886241674
Control,DA_Neurons,0.013674881309270859
Control,DA_Neurons,0.009065615944564342
Control,DA_Neurons,0.10241253674030304
Control,DA_Neurons,0.025054452940821648
Control,DA_Neurons,0.016341552138328552
Control,DA_Neurons,0.1550540179014206
Control,DA_Neurons,0.07851523160934448
Control,DA_Neurons,0.12447766214609146
Control,DA_Neurons,0.18770024180412292
Control,DA_Neurons,0.4448586404323578
Control,DA_Neurons,0.24595826864242554
Control,DA_Neurons,0.19060726463794708
Control,DA_Neurons,0.7079237103462219
Control,DA_Neurons,0.5086061954498291
Control,DA_Neurons,1.0951311588287354
Control,DA_Neurons,3.380979299545288
Control,DA_Neurons,2.9718053340911865
Control,DA_Neurons,0.41106685996055603
Control,DA_Neurons,0.0033726338297128677
Control,DA_Neurons,0.017983609810471535
Control,DA_Neurons,0.013996540568768978
Control,DA_Neurons,0.015297600999474525
Control,DA_Neurons,0.017741313204169273
Control,DA_Neurons,0.06591582298278809
Control,DA_Neurons,0.2991810142993927
Control,DA_Neurons,0.1168207973241806
Control,DA_Neurons,0.03767623379826546
Control,DA_Neurons,0.18118079006671906
Control,DA_Neurons,0.023806162178516388
Control,DA_Neurons,0.3174600601196289
Control,DA_Neurons,0.05601947382092476
Control,DA_Neurons,0.24978111684322357
Control,DA_Neurons,0.09957274794578552
Control,DA_Neurons,0.05897705629467964
Control,DA_Neurons,0.18538708984851837
Control,DA_Neurons,0.21103760600090027
Control,DA_Neurons,0.09226293861865997
Control,DA_Neurons,0.0013981318334117532
Control,DA_Neurons,0.002976450137794018
Control,DA_Neurons,0.04350464046001434
Control,DA_Neurons,0.049826737493276596
Control,DA_Neurons,0.3101578652858734
Control,DA_Neurons,0.15122921764850616
Control,DA_Neurons,0.019258806481957436
Control,DA_Neurons,0.10744788497686386
Control,DA_Neurons,0.08526895195245743
Control,DA_Neurons,0.16117268800735474
Control,DA_Neurons,0.047479674220085144
Control,DA_Neurons,0.0950332060456276
Control,DA_Neurons,0.030903808772563934
Control,DA_Neurons,0.052690260112285614
Control,DA_Neurons,0.2086350917816162
Control,DA_Neurons,0.016274405643343925
Control,DA_Neurons,0.047134775668382645
Control,DA_Neurons,0.17751729488372803
Control,DA_Neurons,0.0867234393954277
